# Date: 20170316
# RBS Modification: sd6
# Shock Rate: 1.00Hz
# Purpose: Process shock data from 20170316
# This experiment was conducted by shocking E. coli cells in which all seven
# mechanosensitive channel genes were removed from the chromosome. A single
# copy of mscL was introduced into the chromosome with the RBS modification
# sd6. These cells were hypo-osmotically shocked by flowing LB broth
# lacking sodium chloride at a rate of 1.00Hz monitored by the presence of
# and osmo-sensitive dye. Cells were manually marked for survivorship.
# Survivors were defined as those cells which were able to undergo two division
# events after the shock had taken place. Note that this dataset is a special
# case in which there are not marker files for each image. This is because
# a very large majority of the cells died. Entire fields of view died at a time
# and individual markers were not made for expediency.
area,date,exposure_ms,flow_rate,intensity,mean_bg,rbs,survival
11.084800000000001,20170316,100,1.00,254594.57365516393,207551.61038765163,sd6,False
11.084800000000001,20170316,100,1.00,254594.57365516393,207551.61038765163,sd6,False
11.8016,20170316,100,1.00,249819.2577341513,207551.61038765163,sd6,False
8.2688,20170316,100,,251136.31092257058,205757.1192219362,sd6,False
6.2976,20170316,100,,236719.2329090131,205757.1192219362,sd6,False
8.2688,20170316,100,,245662.96467768916,205757.1192219362,sd6,False
6.8352,20170316,100,,254881.426081582,205757.1192219362,sd6,False
12.0576,20170316,100,,259613.92496181908,205757.1192219362,sd6,False
4.6336,20170316,100,,251491.01580504538,205757.1192219362,sd6,False
9.2928,20170316,100,,251657.5012837048,205757.1192219362,sd6,False
7.7056000000000004,20170316,100,,232502.97117427553,205757.1192219362,sd6,False
6.3744000000000005,20170316,100,,240806.20419701122,208119.96957435345,sd6,False
11.827200000000001,20170316,100,,248749.1980663624,208119.96957435345,sd6,False
10.5728,20170316,100,,239308.45574904032,208119.96957435345,sd6,False
25.651200000000003,20170316,100,,250229.4583069822,208119.96957435345,sd6,False
5.632000000000001,20170316,100,,243485.8896791849,208119.96957435345,sd6,False
6.9888,20170316,100,,253948.00087901886,208119.96957435345,sd6,False
8.4224,20170316,100,,230911.4627949584,206927.5216064088,sd6,False
11.6224,20170316,100,,252659.4596157772,206927.5216064088,sd6,False
10.393600000000001,20170316,100,,237657.0376578058,206927.5216064088,sd6,False
9.4976,20170316,100,,242447.28021636998,206927.5216064088,sd6,False
3.9936000000000003,20170316,100,,242090.58302848012,206927.5216064088,sd6,False
13.7984,20170316,100,,250534.62891419936,206927.5216064088,sd6,False
8.704,20170316,100,,253808.54461932633,206927.5216064088,sd6,False
9.3696,20170316,100,,247682.98967693798,206927.5216064088,sd6,False
7.1168000000000005,20170316,100,,247396.34581785247,206927.5216064088,sd6,False
5.2224,20170316,100,,245293.01744631448,204293.16880433782,sd6,False
18.0992,20170316,100,,248866.39866738295,204293.16880433782,sd6,False
6.348800000000001,20170316,100,,245775.82191263017,204293.16880433782,sd6,False
1.8176,20170316,100,,289830.7487955979,204293.16880433782,sd6,False
6.784000000000001,20170316,100,,249558.0220877088,204293.16880433782,sd6,False
5.478400000000001,20170316,100,,242359.37652844004,204293.16880433782,sd6,False
10.9312,20170316,100,,261188.5409957412,204293.16880433782,sd6,False
4.864,20170316,100,,247556.40039362432,204293.16880433782,sd6,False
6.7072,20170316,100,,240790.71575611638,204293.16880433782,sd6,False
11.4944,20170316,100,,242603.77037837493,207029.6095952541,sd6,False
6.7328,20170316,100,,237697.97384538376,207029.6095952541,sd6,False
7.1168000000000005,20170316,100,,249635.38277507466,207029.6095952541,sd6,False
4.9408,20170316,100,,243873.47694375835,207029.6095952541,sd6,False
10.1632,20170316,100,,244692.45592605512,207029.6095952541,sd6,False
8.038400000000001,20170316,100,,230985.4265544824,207029.6095952541,sd6,False
8.5504,20170316,100,,260532.14604088772,207029.6095952541,sd6,False
10.956800000000001,20170316,100,,247963.59362372267,207029.6095952541,sd6,False
7.3216,20170316,100,,244665.31904140807,207029.6095952541,sd6,False
6.6048,20170316,100,,253146.35189411265,207029.6095952541,sd6,False
6.4,20170316,100,,248793.6363077613,207029.6095952541,sd6,False
7.936,20170316,100,,256509.62663267888,204991.67942510927,sd6,False
6.2976,20170316,100,,232119.58007471537,204991.67942510927,sd6,False
19.8656,20170316,100,,244162.56226302835,204991.67942510927,sd6,False
9.1648,20170316,100,,245034.75699668413,204991.67942510927,sd6,False
11.084800000000001,20170316,100,,249028.60566651227,204991.67942510927,sd6,False
5.888,20170316,100,,241262.9780981371,204991.67942510927,sd6,False
7.6288,20170316,100,,241382.25214245464,204991.67942510927,sd6,False
6.5280000000000005,20170316,100,,247812.15118072994,204226.45057792997,sd6,False
6.4512,20170316,100,,241116.21663700978,204226.45057792997,sd6,False
7.372800000000001,20170316,100,,237102.02501792365,204226.45057792997,sd6,False
7.833600000000001,20170316,100,,284837.69678714336,204226.45057792997,sd6,False
9.5488,20170316,100,,252852.4275934234,204226.45057792997,sd6,False
4.4032,20170316,100,,255262.8237373686,204226.45057792997,sd6,False
8.6784,20170316,100,,241336.53109927816,204226.45057792997,sd6,False
25.2928,20170316,100,,246863.3414768289,204226.45057792997,sd6,False
16.8448,20170316,100,,251487.18703206972,205075.80139759518,sd6,False
9.4976,20170316,100,,239261.6129150361,205075.80139759518,sd6,False
5.248,20170316,100,,249311.2208209013,205075.80139759518,sd6,False
5.5296,20170316,100,,245780.59328393918,205075.80139759518,sd6,False
11.648,20170316,100,,244351.81945076073,205075.80139759518,sd6,False
7.3984000000000005,20170316,100,,238161.51043963304,205075.80139759518,sd6,False
9.8048,20170316,100,,241587.2412064072,205075.80139759518,sd6,False
7.3472,20170316,100,,256581.59736946228,205075.80139759518,sd6,False
16.691200000000002,20170316,100,,253508.1809429714,205989.08592835275,sd6,False
8.4992,20170316,100,,256828.6243017062,205989.08592835275,sd6,False
8.7296,20170316,100,,236385.11165637398,205989.08592835275,sd6,False
28.5184,20170316,100,,256702.50696852113,205989.08592835275,sd6,False
12.0832,20170316,100,,241339.6537476533,205989.08592835275,sd6,False
5.9648,20170316,100,,249190.9763986705,205989.08592835275,sd6,False
8.2432,20170316,100,,245387.8921023705,205989.08592835275,sd6,False
4.1216,20170316,100,,238120.19597959807,205989.08592835275,sd6,False
5.12,20170316,100,,241406.9741979109,205989.08592835275,sd6,False
16.9728,20170316,100,,254473.96524727647,209289.15403432545,sd6,False
6.272,20170316,100,,232978.53959845836,209289.15403432545,sd6,False
6.144,20170316,100,,253100.5841882022,209289.15403432545,sd6,False
17.1264,20170316,100,,250724.91874377304,209289.15403432545,sd6,False
17.2288,20170316,100,,251437.34283742553,209289.15403432545,sd6,False
8.9856,20170316,100,,256069.7072422246,209289.15403432545,sd6,False
8.2944,20170316,100,,251839.70447440707,209289.15403432545,sd6,False
10.9056,20170316,100,,250869.95934626024,209289.15403432545,sd6,False
15.7696,20170316,100,,261709.01588759472,209289.15403432545,sd6,False
5.1456,20170316,100,,262362.53259078827,209289.15403432545,sd6,False
8.8064,20170316,100,,259876.83753529936,205002.7500008744,sd6,False
4.8128,20170316,100,,234773.90742197167,205002.7500008744,sd6,False
5.6576,20170316,100,,239333.00991387642,205002.7500008744,sd6,False
5.0688,20170316,100,,242852.52078470393,205002.7500008744,sd6,False
6.195200000000001,20170316,100,,239041.88248040734,205002.7500008744,sd6,False
6.8608,20170316,100,,239935.05019836934,205002.7500008744,sd6,False
8.166400000000001,20170316,100,,246282.53418809612,205002.7500008744,sd6,False
6.3232,20170316,100,,241549.42691770534,205002.7500008744,sd6,False
7.9104,20170316,100,,252645.59135930575,209985.17368712887,sd6,False
15.360000000000001,20170316,100,,240682.23110218628,209985.17368712887,sd6,False
10.086400000000001,20170316,100,,253827.10397490516,209985.17368712887,sd6,False
8.1408,20170316,100,,245547.4407097558,209985.17368712887,sd6,False
7.3984000000000005,20170316,100,,415947.5421320886,209985.17368712887,sd6,False
10.7264,20170316,100,,245450.86160281728,209985.17368712887,sd6,False
7.1168000000000005,20170316,100,,256161.0792189712,209985.17368712887,sd6,False
1.8944,20170316,100,,282935.77558157133,209985.17368712887,sd6,False
3.8144,20170316,100,,255165.3111184889,209985.17368712887,sd6,False
8.96,20170316,100,,254783.39450443786,209985.17368712887,sd6,False
5.888,20170316,100,,253015.8015100827,209985.17368712887,sd6,False
9.0624,20170316,100,,263263.4931754923,209985.17368712887,sd6,False
5.2736,20170316,100,,253218.03324924916,209985.17368712887,sd6,False
12.006400000000001,20170316,100,,251633.91877342304,209985.17368712887,sd6,False
4.889600000000001,20170316,100,,243761.63567036888,209985.17368712887,sd6,False
