parameter,median,hpd_min,hpd_max
n_sr__628,462.45722343200623,361.3877691534369,578.7171968580473
n_sr__627,462.45722343200623,361.3877691534369,578.7171968580473
n_sr__626,461.85990530451187,360.92099416402675,577.9697152427517
n_sr__625,315.28047346129506,246.3763158811786,394.540776056069
n_sr__624,106.46025001698533,83.19349403093949,133.22394882149575
n_sr__623,106.46025001698533,83.19349403093949,133.22394882149575
n_sr__622,200.1099748762105,156.37618733507924,250.41685556182384
n_sr__621,200.1099748762105,156.37618733507924,250.41685556182384
n_sr__620,278.8984350886626,217.94552700266198,349.0124326846795
n_sr__619,142.82872067290833,111.61368040045491,178.7353136041985
n_sr__618,220.43497190880683,172.2591814013189,275.8514789450645
n_sr__617,296.690408591257,231.84908669889194,371.2772401312605
n_sr__616,270.5111289017664,211.39125621066324,338.516589869967
n_sr__615,270.5111289017664,211.39125621066324,338.516589869967
n_sr__614,230.94113609869316,180.4692364000619,288.99885254338255
n_sr__613,230.94113609869316,180.4692364000619,288.99885254338255
n_sr__612,385.6433771153205,301.36149395662744,482.5926439958882
n_sr__611,385.6433771153205,301.36149395662744,482.5926439958882
n_sr__610,370.53283968472283,289.5533457948849,463.68337537217116
n_sr__609,270.5111289017664,211.39125621066324,338.516589869967
n_sr__608,110.12011829611751,86.0535026236812,137.8038939581522
n_sr__607,306.460693682523,239.4840880659856,383.503737446104
n_sr__606,324.29244802805965,253.4187345511281,405.81832648706757
n_sr__605,275.43163937942154,215.2363952084269,344.6740978219601
n_sr__604,275.43163937942154,215.2363952084269,344.6740978219601
n_sr__603,311.01615565793054,243.04395946022683,389.20442510157295
n_sr__602,514.6064195292465,402.13982293446645,643.9765009723286
n_sr__601,514.6064195292465,402.13982293446645,643.9765009723286
n_sr__600,253.86186854297026,198.38067111380244,317.6817692716486
n_sr__599,267.72182317686867,209.2115498025182,335.02606337691446
n_sr__598,253.86186854297026,198.38067111380244,317.6817692716486
n_sr__597,256.6573406326941,200.56519623536653,321.18001233000956
n_sr__596,267.72182317686867,209.2115498025182,335.02606337691446
n_sr__595,267.72182317686867,209.2115498025182,335.02606337691446
n_sr__594,267.72182317686867,209.2115498025182,335.02606337691446
n_sr__593,329.8425778934012,257.75589039802463,412.7637377275535
n_sr__592,329.8425778934012,257.75589039802463,412.7637377275535
n_sr__591,165.18251533786253,129.08208088543412,206.7087665684264
n_sr__590,182.09580610958864,142.29899287499498,227.87399381348757
n_sr__589,258.5483662709481,202.0429405589365,323.5464345656392
n_sr__588,320.61105332125607,250.54190410486177,401.2114432613314
n_sr__587,262.87087338503966,205.4207690887163,328.9556034005461
n_sr__586,262.87087338503966,205.4207690887163,328.9556034005461
n_sr__585,340.8006945746265,266.3191242300362,426.47668294125185
n_sr__584,340.8006945746265,266.3191242300362,426.47668294125185
n_sr__583,352.3421715838983,275.33822571181815,440.91964303351506
n_sr__582,408.6255093357905,319.32090960140454,511.3523961687437
n_sr__581,408.6255093357905,319.32090960140454,511.3523961687437
n_sr__580,267.0929689262477,208.72013087069132,334.2391175780126
n_sr__579,267.0929689262477,208.72013087069132,334.2391175780126
n_sr__578,280.79369239295164,219.4265781668881,351.3841504109659
n_sr__577,381.341261212453,297.9996001640756,477.20899264454977
n_sr__576,352.3421715838983,275.33822571181815,440.91964303351506
n_sr__575,544.2223914571762,425.2832608224444,681.0378147283631
n_sr__574,544.2223914571762,425.2832608224444,681.0378147283631
n_sr__573,260.67738408164894,203.70666415998045,326.21067929367246
n_sr__572,209.74709205631365,163.90712447331123,262.4767070630553
n_sr__571,260.67738408164894,203.70666415998045,326.21067929367246
n_sr__570,260.67738408164894,203.70666415998045,326.21067929367246
n_sr__569,275.3711094835932,215.18909404647692,344.5983509423246
n_sr__568,408.6255093357905,319.32090960140454,511.3523961687437
n_sr__567,280.79369239295164,219.4265781668881,351.3841504109659
n_sr__566,213.13663493452592,166.55588694720336,266.7183680291264
n_sr__565,359.1771549950872,280.67943195104453,449.4729150765803
n_sr__564,228.269990032009,178.38186600295117,285.65619059372625
n_sr__563,263.32271573606596,205.77386185270134,329.5210371867613
n_sr__562,282.0326917532369,220.39479574920443,352.9346294614865
n_sr__561,325.32385899153417,254.2247319240403,407.1090302134812
n_sr__560,343.2759522678389,268.25341741545,429.5742109311628
n_sr__559,424.0784979809221,331.39666668824043,530.6902069297528
n_sr__558,316.48665500059826,247.318887936704,396.0501870111995
n_sr__557,316.48665500059826,247.318887936704,396.0501870111995
n_sr__556,316.48665500059826,247.318887936704,396.0501870111995
n_sr__555,316.48665500059826,247.318887936704,396.0501870111995
n_sr__554,288.25129281497516,225.25432923919695,360.71656299497096
n_sr__553,313.37528748645536,244.8875059450723,392.15663362951096
n_sr__552,152.9927370848904,119.55636359503403,191.45452478465975
n_sr__551,178.60685476505617,139.57254753216242,223.50793347368446
n_sr__550,264.7236226785442,206.86860231534698,331.27412676506515
n_sr__549,264.7236226785442,206.86860231534698,331.27412676506515
n_sr__548,264.875260307761,206.9870997282227,331.4638855130577
n_sr__547,291.7436414104028,227.98342936794273,365.0868746415229
n_sr__546,264.875260307761,206.9870997282227,331.4638855130577
n_sr__545,264.875260307761,206.9870997282227,331.4638855130577
n_sr__544,317.2651806123716,247.92726773879596,397.02443097777444
n_sr__543,317.2651806123716,247.92726773879596,397.02443097777444
n_sr__542,271.81250175846674,212.40821563888787,340.145122874831
n_sr__541,316.299803490734,247.17287259324874,395.81636174793545
n_sr__540,293.0107958569163,228.97364877721031,366.6725868590342
n_sr__539,293.0107958569163,228.97364877721031,366.6725868590342
n_sr__538,385.5687284606472,301.30315967311793,482.4992289555496
n_sr__537,385.5687284606472,301.30315967311793,482.4992289555496
n_sr__536,438.67520119286985,342.8032784643806,548.9564653817179
n_sr__535,296.1678358119033,231.44072155422097,370.6232945581379
n_sr__534,296.1678358119033,231.44072155422097,370.6232945581379
n_sr__533,271.81250175846674,212.40821563888787,340.145122874831
n_sr__532,316.299803490734,247.17287259324874,395.81636174793545
n_sr__531,316.299803490734,247.17287259324874,395.81636174793545
n_sr__530,293.0107958569163,228.97364877721031,366.6725868590342
n_sr__529,293.0107958569163,228.97364877721031,366.6725868590342
n_sr__528,340.08476950988165,265.7596637028352,425.5807770592876
n_sr__527,219.75967127942508,171.73146688937103,275.006410325805
n_sr__526,294.1391299108626,229.85538681903262,368.08457976936944
n_sr__525,310.62075266188117,242.7349712999849,388.70961930785046
n_sr__524,294.1391299108626,229.85538681903262,368.08457976936944
n_sr__523,410.9735824732901,321.15581425847245,514.2907658931194
n_sr__522,302.26212941969305,236.2031148305993,378.24967022020724
n_sr__521,341.2231135374604,266.6492240509315,427.0052964122594
n_sr__520,213.29929994231964,166.68300171870513,266.9219263964034
n_sr__519,248.38948178179572,194.10426771179905,310.8336454537369
n_sr__518,302.26212941969305,236.2031148305993,378.24967022020724
n_sr__517,302.26212941969305,236.2031148305993,378.24967022020724
n_sr__516,302.26212941969305,236.2031148305993,378.24967022020724
n_sr__515,251.78315673267406,196.75625919898607,315.08047727970455
n_sr__514,420.50644812693736,328.60528391243184,526.2201574337281
n_sr__513,420.50644812693736,328.60528391243184,526.2201574337281
n_sr__512,399.09209341037683,311.87100993689296,499.42231602015585
n_sr__511,410.9735824732901,321.15581425847245,514.2907658931194
n_sr__510,399.09209341037683,311.87100993689296,499.42231602015585
n_sr__509,217.53557904275596,169.99344726057936,272.22318982552423
n_sr__508,394.19264088469856,308.04232670174315,493.2911599085539
n_sr__507,375.1470890083116,293.15915663506235,469.4576292898291
n_sr__506,378.4929410115466,295.77377682067277,473.6446156624157
n_sr__505,237.5633807055059,185.64419763752278,297.2859040620544
n_sr__504,324.60836464034253,253.66560797847814,406.21366332480665
n_sr__503,287.8493090766842,224.9401985497921,360.21352208563053
n_sr__502,448.02034107064196,350.10604957862927,560.6509376059274
n_sr__501,494.2583308724427,386.2387838899335,618.5129808190622
n_sr__500,541.8688213967978,423.444060588195,678.092566175766
n_sr__499,494.2583308724427,386.2387838899335,618.5129808190622
n_sr__498,541.8688213967978,423.444060588195,678.092566175766
n_sr__497,510.84923551157607,399.2037668374976,639.2747752934653
n_sr__496,452.4548425975248,353.5713962807839,566.2002558197398
n_sr__495,235.02204622843973,183.65826866765195,294.10568783809344
n_sr__494,235.02204622843973,183.65826866765195,294.10568783809344
n_sr__493,503.402854995345,393.38478357444563,629.9564032565645
n_sr__492,503.402854995345,393.38478357444563,629.9564032565645
n_sr__491,503.402854995345,393.38478357444563,629.9564032565645
n_sr__490,503.402854995345,393.38478357444563,629.9564032565645
n_sr__489,503.402854995345,393.38478357444563,629.9564032565645
n_sr__488,503.402854995345,393.38478357444563,629.9564032565645
n_sr__487,517.1886004227774,404.157671386997,647.2078322452943
n_sr__486,517.1886004227774,404.157671386997,647.2078322452943
n_sr__485,517.1886004227774,404.157671386997,647.2078322452943
n_sr__484,517.1886004227774,404.157671386997,647.2078322452943
n_sr__483,328.2755228610521,256.5313133050807,410.8027310664115
n_sr__482,328.2755228610521,256.5313133050807,410.8027310664115
n_sr__481,328.2755228610521,256.5313133050807,410.8027310664115
n_sr__480,328.2755228610521,256.5313133050807,410.8027310664115
n_sr__479,303.7635267354922,237.37638361974905,380.128513066517
n_sr__478,282.54439467227303,220.79466662808784,353.57497253307037
n_sr__477,222.26291410803182,173.68762909344684,278.1389588068848
n_sr__476,222.26291410803182,173.68762909344684,278.1389588068848
n_sr__475,343.94127275076704,268.77333292960964,430.40679043340305
n_sr__474,371.77588423011184,290.524724492103,465.23891655182587
n_sr__473,371.77588423011184,290.524724492103,465.23891655182587
n_sr__472,307.39960535412126,240.21780175287086,384.67868791320285
n_sr__471,307.39960535412126,240.21780175287086,384.67868791320285
n_sr__470,287.47948335102956,224.65119777913046,359.75072359004525
n_sr__469,299.54497142960287,234.07978835904188,374.84942912595903
n_sr__468,417.31687033232834,326.1127844004103,522.2287320068351
n_sr__467,420.8490884210181,328.87304059397087,526.6489361844403
n_sr__466,299.54497142960287,234.07978835904188,374.84942912595903
n_sr__465,299.54497142960287,234.07978835904188,374.84942912595903
n_sr__464,417.31687033232834,326.1127844004103,522.2287320068351
n_sr__463,287.47948335102956,224.65119777913046,359.75072359004525
n_sr__462,267.63738515809086,209.14556560832312,334.92039796385706
n_sr__461,222.95412973975067,174.22778040365247,279.00394339906865
n_sr__460,396.8439696840146,310.11421087076184,496.6090226057831
n_sr__459,385.9540615172681,301.60427866674047,482.98143326566816
n_sr__458,308.8701693256567,241.36697578701535,386.5189460306816
n_sr__457,308.8701693256567,241.36697578701535,386.5189460306816
n_sr__456,127.26161173952069,99.4487438732333,159.2546931518757
n_sr__455,396.8439696840146,310.11421087076184,496.6090226057831
n_sr__454,244.68252204465364,191.20745944095935,306.194770247023
n_sr__453,267.39050657952737,208.95264203779973,334.61145505689956
n_sr__452,189.5738496289966,148.14271923103598,237.2319888112034
n_sr__451,467.6848985447813,365.47294233517323,585.2590894571031
n_sr__450,206.05843121549276,161.02461589763126,257.8607310250602
n_sr__449,182.80698614532662,142.85474539341058,228.7639617843397
n_sr__448,197.40253474409047,154.2604548956503,247.02877535779206
n_sr__447,332.47074276218063,259.8096730848795,416.0526131708938
n_sr__446,925.608591495172,723.3179784873145,1158.303043646952
n_sr__445,282.19613971040417,220.52252235746235,353.1391676086085
n_sr__444,537.0243604086738,419.65835055807287,672.0302262634833
n_sr__443,605.1325537472569,472.8815824692084,757.2605583566003
n_sr__442,605.1325537472569,472.8815824692084,757.2605583566003
n_sr__441,507.1002335506372,396.27410461887996,634.583288609035
n_sr__440,546.7693449521878,427.27358078083745,684.225062569844
n_sr__439,873.4647291967507,682.5700928099681,1093.0504142280688
n_sr__438,873.4647291967507,682.5700928099681,1093.0504142280688
n_sr__437,352.1237787152478,275.16756233453344,440.6463470347603
n_sr__436,932.93910854656,729.0464201024811,1167.4764245880392
n_sr__435,600.8238959571986,469.51457651082126,751.8687205127056
n_sr__434,600.8238959571986,469.51457651082126,751.8687205127056
n_sr__433,600.8238959571986,469.51457651082126,751.8687205127056
n_sr__432,600.8238959571986,469.51457651082126,751.8687205127056
n_sr__431,481.60634740594577,376.3518757638336,602.6803372026696
n_sr__430,495.41096022227396,387.13950752077005,619.9553767695468
n_sr__429,358.9862125316364,280.5302197268499,449.23397040967814
n_sr__428,294.79015918709536,230.36413445204676,368.89927531032754
n_sr__427,355.54308179522224,277.83958095489595,444.9252498032493
n_sr__426,260.06294251554357,203.22650803829188,325.44176947293124
n_sr__425,260.06294251554357,203.22650803829188,325.44176947293124
n_sr__424,198.34620530123232,154.99788741952872,248.20968107601988
n_sr__423,345.5337918904215,270.01780898069785,432.399662780826
n_sr__422,345.5337918904215,270.01780898069785,432.399662780826
n_sr__421,345.5337918904215,270.01780898069785,432.399662780826
n_sr__420,261.4249700353245,204.2908661279901,327.146205490692
n_sr__419,278.85924157881357,217.9148991859214,348.9633860766786
n_sr__418,226.65476593594246,177.1196471355965,283.6349053508748
n_sr__417,226.65476593594246,177.1196471355965,283.6349053508748
n_sr__416,200.26850543988942,156.5000712401146,250.6152401015824
n_sr__415,600.1931252588296,469.0216599685317,751.0793764784374
n_sr__414,428.24279032116465,334.65085808733807,535.9013864030838
n_sr__413,428.24279032116465,334.65085808733807,535.9013864030838
n_sr__412,378.3922128965245,295.6950627106222,473.5185648853561
n_sr__411,378.3922128965245,295.6950627106222,473.5185648853561
n_sr__410,301.6947753975779,235.75975532839325,377.5396855715344
n_sr__409,4.379145382651689,3.4220885747884715,5.480045747095256
n_sr__408,63.75351355028122,49.820262005307406,79.7809024970174
n_sr__407,87.1609558325586,68.11203672384802,109.07288605105472
n_sr__406,48.24985623748056,37.7049098254616,60.37968515949444
n_sr__405,91.0873203464416,71.18029912880105,113.98632355442929
n_sr__404,91.0873203464416,71.18029912880105,113.98632355442929
n_sr__403,75.7319050012231,59.18079081784729,94.77061564694442
n_sr__402,75.7319050012231,59.18079081784729,94.77061564694442
n_sr__401,81.11857253878553,63.390208826553426,101.51147075697969
n_sr__400,81.11857253878553,63.390208826553426,101.51147075697969
n_sr__399,81.11857253878553,63.390208826553426,101.51147075697969
n_sr__398,81.11857253878553,63.390208826553426,101.51147075697969
n_sr__397,69.02602223075857,53.940470433968684,86.37889965085405
n_sr__396,66.91168354337167,52.28821785199143,83.73302432147241
n_sr__395,68.58585471742508,53.59650098633652,85.82807571177942
n_sr__394,77.40583589267213,60.48888618305403,96.86536634852125
n_sr__393,77.40583589267213,60.48888618305403,96.86536634852125
n_sr__392,85.65453593370759,66.93484303096119,107.1877579635649
n_sr__391,12.077230940291138,9.437767053722727,15.11340050805841
n_sr__390,91.03415656179622,71.13875422354438,113.91979459809467
n_sr__389,80.49212181512866,62.90066813384501,100.72753272250827
n_sr__388,82.90624649985716,64.7871888541783,103.74855909991831
n_sr__387,69.42567125284468,54.252776656507955,86.87901890528437
n_sr__386,69.42567125284468,54.252776656507955,86.87901890528437
n_sr__385,82.90624649985716,64.7871888541783,103.74855909991831
n_sr__384,82.90624649985716,64.7871888541783,103.74855909991831
n_sr__383,63.23082955015198,49.411809947023855,79.12681774264267
n_sr__382,49.75882801881953,38.88409769007445,62.26800666294866
n_sr__381,49.75882801881953,38.88409769007445,62.26800666294866
n_sr__380,57.90431472499932,45.249398349818804,72.46123750635861
n_sr__379,62.38709210859099,48.75247027989941,78.07096794222075
n_sr__378,79.85384919310191,62.40188920403579,99.92880080972876
n_sr__377,101.51012968418341,79.32521637525407,127.02938721026308
n_sr__376,117.67541384051745,91.95759767018671,147.25856184384494
n_sr__375,100.5203192905332,78.55172781907687,125.79074227747736
n_sr__374,100.5203192905332,78.55172781907687,125.79074227747736
n_sr__373,82.92423537891806,64.80124628596656,103.77107031422584
n_sr__372,129.32247447634074,101.05920760750851,161.8336488816851
n_sr__371,165.93521510865975,129.67027905215755,207.65069217659135
n_sr__370,149.06891376080915,116.49008700599416,186.54426731646305
n_sr__369,100.4193558111754,78.4728297832752,125.6643969663903
n_sr__368,149.06891376080915,116.49008700599416,186.54426731646305
n_sr__367,114.00931854938777,89.09272297121886,142.67082424824227
n_sr__366,114.00931854938777,89.09272297121886,142.67082424824227
n_sr__365,165.93521510865975,129.67027905215755,207.65069217659135
n_sr__364,162.92034406989785,127.3143043505457,203.87789411433485
n_sr__363,110.5460808916998,86.38637162077002,138.3369419175988
n_sr__362,101.99046680972322,79.70057641602102,127.63047924808725
n_sr__361,177.2957054674966,138.54794829213816,221.86716626820117
n_sr__360,95.43851428939783,74.58054501647308,119.43139097702428
n_sr__359,127.86279943933624,99.91854274471913,160.00701713514232
n_sr__358,127.86279943933624,99.91854274471913,160.00701713514232
n_sr__357,98.52150000317098,76.9897480151072,123.28942748251423
n_sr__356,98.52150000317098,76.9897480151072,123.28942748251423
n_sr__355,172.95467933811796,135.1556480549605,216.43482280854516
n_sr__354,121.84975521895255,95.21964190260714,152.48231664505352
n_sr__353,55.098964046952275,43.057153593193085,68.9506324204335
n_sr__352,67.94088466841461,53.09248834392844,85.02096266454294
n_sr__351,70.52502348653931,55.111866819053894,88.25474407684054
n_sr__350,86.91201024630752,67.91749788761098,108.76135649859962
n_sr__349,70.19512631344233,54.854068265166525,87.84191201888449
n_sr__348,73.0785704969671,57.10733928822296,91.45024301824112
n_sr__347,73.70158452954915,57.59419437444092,92.22988039067391
n_sr__346,119.00306766824474,92.995094395721,148.91998275512015
n_sr__345,75.32596398038689,58.86356770510368,94.26262260939473
n_sr__344,57.8545693843419,45.21052479184397,72.39898637772802
n_sr__343,335.98288475581114,262.5542407891287,420.4476942000911
n_sr__342,58.012117227675226,45.33364074884997,72.59614114501278
n_sr__341,71.51859013160774,55.88829070254707,89.49808956825376
n_sr__340,50.07558410643314,39.13162712645979,62.66439401689908
n_sr__339,69.59120883393838,54.382136203967384,87.08617199977871
n_sr__338,59.61796823110841,46.588535001375035,74.60569693566889
n_sr__337,67.33900507182413,52.622148788852186,84.26777284430409
n_sr__336,56.98446313335518,44.53057918598453,71.31013875025933
n_sr__335,55.52745392959943,43.391997541884145,69.48684301722625
n_sr__334,61.74368294223444,48.249677391171495,77.26580817755469
n_sr__333,56.002365126567184,43.76311748405842,70.08114506883229
n_sr__332,48.56517930134741,37.95131942366787,60.77427923302079
n_sr__331,89.51515933400191,69.95173196140092,112.0189272893726
n_sr__330,86.5776936134954,67.65624574146383,108.34299394569533
n_sr__329,85.5116230063604,66.82316354715097,107.00891727405124
n_sr__328,67.83005567789914,53.005880892232305,84.8822716906065
n_sr__327,69.41198429958203,54.24208096995475,86.86189110443199
n_sr__326,76.31231538038422,59.63435322641323,95.49693897078116
n_sr__325,68.75561865119295,53.72916322231975,86.0405176478111
n_sr__324,67.59345342672921,52.820987770458956,84.58618854036136
n_sr__323,71.46883578545999,55.84941010722068,89.43582717018707
n_sr__322,38.64408901501356,30.198471150393647,48.35906487508811
n_sr__321,73.70920878942492,57.60015236174946,92.23942136025956
n_sr__320,57.77659464012814,45.149591331549864,72.30140908168707
n_sr__319,52.41492961520683,40.959711567266744,65.59184202013914
n_sr__318,64.27059784865034,50.224338169725584,80.42797980607251
n_sr__317,70.47450413739486,55.072388411189706,88.19152435695598
n_sr__316,57.66677594241463,45.06377337441321,72.16398238429066
n_sr__315,82.72793532894917,64.6478473691619,103.52542118409005
n_sr__314,49.58451627022137,38.747881558568004,62.04987360886959
n_sr__313,82.93366837494759,64.80861771237925,103.78287472930162
n_sr__312,77.51708598293591,60.57582270366923,97.00458428506869
n_sr__311,84.02052298644381,65.65794159260294,105.14296042434063
n_sr__310,59.56048654019553,46.54361586292584,74.53376456798115
n_sr__309,53.97215060238511,42.17660383345061,67.54054239484707
n_sr__308,64.07029568972123,50.0678117999247,80.17732245212352
n_sr__307,66.40102997753942,51.88916699146684,83.09399440646571
n_sr__306,72.16048222031077,56.389898069066525,90.30135086775898
n_sr__305,55.76672893241485,43.57897928873615,69.7862708386362
n_sr__304,75.71009863946216,59.16375020948214,94.74332724941803
n_sr__303,69.55283001156133,54.35214502575927,87.03814488855765
n_sr__302,60.53703888346462,47.306743899237,75.75581842733651
n_sr__301,83.25476159090003,65.05953640306852,104.18468954903155
n_sr__300,79.32272363677536,61.98684048122251,99.26415232428423
n_sr__299,131.49974555847194,102.76063878718465,164.55827756863715
n_sr__298,53.629361624403984,41.90873096269373,67.11157758167178
n_sr__297,60.177643673819105,47.025894068209716,75.30607263950616
n_sr__296,71.10060703416909,55.561657294150535,88.97502712219965
n_sr__295,59.36331812360757,46.38953835995282,74.28702876718658
n_sr__294,59.168748417554646,46.23749162254113,74.04354498279503
n_sr__293,71.83668369165886,56.1368653084227,89.8961506300861
n_sr__292,65.3215867470166,51.04563474407016,81.74318328516982
n_sr__291,63.898790413419405,49.933788789664874,79.9627014067192
n_sr__290,44.25327979299968,34.581780220514524,55.378384715283886
n_sr__289,84.04034508916826,65.67343159929015,105.16776572771418
n_sr__288,68.12894161117958,53.23944567441469,85.25629640191862
n_sr__287,75.22945201152844,58.78814830768672,94.14184790148441
n_sr__286,61.39448834765908,47.97679884340549,76.82882740032537
n_sr__285,66.77490719431347,52.18133380487402,83.56186292250882
n_sr__284,87.27777152922326,68.20332249446795,109.21906876611992
n_sr__283,39.07871398747585,30.538109372607746,48.90295289976042
n_sr__282,61.43875628289326,48.011392076138634,76.88422412480357
n_sr__281,60.102769893224306,46.967383859770486,75.21237587745233
n_sr__280,69.50206820928696,54.312477152596855,86.97462176375558
n_sr__279,50.02877743782672,39.09504999739335,62.605820331209515
n_sr__278,58.031519315500766,45.34880253437503,72.62042084335172
n_sr__277,59.537823360417406,46.525905693061574,74.50540395167215
n_sr__276,70.57456885436642,55.15058410801319,88.31674496023774
n_sr__275,92.81244638256175,72.52840100312207,116.14513966382255
n_sr__274,62.096752816646784,48.52558428115852,77.7076384651185
n_sr__273,73.83978004826487,57.702187433442234,92.40281773310743
n_sr__272,139.53598949885154,109.04057155249826,174.61480243363957
n_sr__271,67.66994166885024,52.880759601854415,84.68190563338109
n_sr__270,72.71154660600928,56.82052801475007,90.99095072785636
n_sr__269,66.88235101046702,52.265295907878716,83.69631770222372
n_sr__268,66.0160999501723,51.5883629455531,82.6122944456105
n_sr__267,66.48369716902457,51.95376737048412,83.19744381303646
n_sr__266,76.47621005287132,59.76242892091031,95.70203613574229
n_sr__265,71.13552742545296,55.588945877103974,89.01872636600648
n_sr__264,57.36089996746401,44.82474621552337,71.78121036162452
n_sr__263,57.94277398200545,45.27945238376728,72.50936527316622
n_sr__262,50.12853332407397,39.17300435806541,62.7306544649066
n_sr__261,74.60172736345098,58.297612105164426,93.35631568287586
n_sr__260,39.124592561169976,30.573961240757235,48.96036517103401
n_sr__259,74.75848271057271,58.42010876502583,93.55247872343898
n_sr__258,57.6918198629095,45.08334397705475,72.1953222504075
n_sr__257,68.69248788893097,53.67982961007882,85.96151605388934
n_sr__256,50.877243426817245,39.758084793754215,63.66758741776078
n_sr__255,66.27776470630417,51.79284119282276,82.93974071850333
n_sr__254,53.32049482262879,41.667366618483186,66.72506284978083
n_sr__253,43.63005029532968,34.09475675883713,54.59847771066585
n_sr__252,74.87650726170455,58.51233919646408,93.70017419435099
n_sr__251,74.60492235125571,58.30010883233555,93.3603138783687
n_sr__250,87.85568496244392,68.65493366154084,109.94226742137725
n_sr__249,80.13564057816785,62.62209543037579,100.28143346892666
n_sr__248,65.09772234643178,50.87069563138894,81.4630402323242
n_sr__247,50.50796586416922,39.46951238575202,63.205474891261005
n_sr__246,74.0262983504218,57.847942391322555,92.63622602152365
n_sr__245,68.95048932743904,53.88144515326109,86.28437806514883
n_sr__244,76.74038041713558,59.968865178753624,96.0326179170483
n_sr__243,76.74038041713558,59.968865178753624,96.0326179170483
