,sample,cell_label,frame_number,total_intensity
6355,delta,35,147,47682.748412248606
6356,delta,36,147,35278.0901630367
6357,delta,37,147,51562.33095353973
6358,delta,38,147,29273.84299649109
6359,delta,39,147,14513.635855595727
6360,delta,40,147,44412.20106941804
6361,delta,41,147,41571.9912415075
6362,delta,42,147,48367.841952339906
6363,delta,43,147,35525.097427785455
6364,delta,1,148,39418.13428132317
6365,delta,2,148,51313.65052111791
6366,delta,3,148,32225.295858832167
6367,delta,4,148,33739.839777871195
6368,delta,5,148,31886.698029705454
6369,delta,6,148,43904.29947267005
6370,delta,7,148,34451.537277002324
6371,delta,8,148,81879.7407803699
6372,delta,9,148,42126.99579825078
6373,delta,10,148,51011.397667692254
6374,delta,11,148,36474.80275481078
6375,delta,12,148,35894.90593147829
6376,delta,13,148,57956.141228476445
6377,delta,14,148,54630.68369761172
6378,delta,15,148,52480.16137341708
6379,delta,16,148,47198.28802446283
6380,delta,17,148,49918.90593291125
6381,delta,18,148,58076.13766913704
6382,delta,19,148,58761.74160506885
6383,delta,20,148,58767.37819993214
6384,delta,21,148,137611.41715090483
6385,delta,22,148,35125.895020681775
6386,delta,23,148,50926.933625175945
6387,delta,24,148,55274.06229871466
6388,delta,25,148,33661.48605271963
6389,delta,26,148,52730.70753622639
6390,delta,27,148,46838.74074272794
6391,delta,28,148,48269.6900876438
6392,delta,29,148,77590.19585192528
6393,delta,30,148,42107.69556852137
6394,delta,31,148,34586.209956197876
6395,delta,32,148,46553.39863600682
6396,delta,33,148,55077.43106871427
6397,delta,34,148,47278.92173843521
6398,delta,35,148,50339.82300362875
6399,delta,36,148,35166.074403162056
6400,delta,37,148,54823.87177664961
6401,delta,38,148,30228.798223081416
6402,delta,39,148,15059.31851261904
6403,delta,40,148,45908.315716280296
6404,delta,41,148,43067.57723616582
6405,delta,42,148,50319.967792112075
6406,delta,43,148,39943.51381639418
6407,delta,1,149,38132.46318699669
6408,delta,2,149,48534.0258735442
6409,delta,3,149,30391.06316401008
6410,delta,4,149,31102.010034617117
6411,delta,5,149,29867.040256089527
6412,delta,6,149,46232.48340754429
6413,delta,7,149,33788.10612720518
6414,delta,8,149,80572.6870597718
6415,delta,9,149,43426.6565171214
6416,delta,10,149,51604.06324169772
6417,delta,11,149,34448.37620450686
6418,delta,12,149,34626.90594514416
6419,delta,13,149,56635.54900088749
6420,delta,14,149,53865.54049711881
6421,delta,15,149,54310.506900296066
6422,delta,16,149,46276.10094037314
6423,delta,17,149,47927.352672116445
6424,delta,18,149,57518.52083787903
6425,delta,19,149,56116.72920636902
6426,delta,20,149,61323.26755440113
6427,delta,21,149,134240.663406678
6428,delta,22,149,33715.58669518579
6429,delta,23,149,51124.82283692341
6430,delta,24,149,55413.733428087246
6431,delta,25,149,32145.894212293995
6432,delta,26,149,51151.228970085256
6433,delta,27,149,47506.39393660771
6434,delta,28,149,47074.27571216544
6435,delta,29,149,79215.52612152722
6436,delta,30,149,42126.176134028196
6437,delta,31,149,36885.45064511252
6438,delta,32,149,47411.297398312556
6439,delta,33,149,53577.192924661504
6440,delta,34,149,45738.826925413276
6441,delta,35,149,50298.44821000778
6442,delta,36,149,35332.6485217496
6443,delta,37,149,53658.79031196107
6444,delta,38,149,29400.8545425683
6445,delta,39,149,15663.202406035176
6446,delta,40,149,44504.84093103512
6447,delta,41,149,44016.22648489313
6448,delta,42,149,50318.458254125384
6449,delta,43,149,38116.92089402991
6450,delta,1,150,35476.74507250342
6451,delta,2,150,49332.68378416126
6452,delta,3,150,31304.19688830834
6453,delta,4,150,33238.57395747811
6454,delta,5,150,31466.423710475243
6455,delta,6,150,44763.63801171977
6456,delta,7,150,32585.84174447146
6457,delta,8,150,77821.00993471895
6458,delta,9,150,41863.88239927676
6459,delta,10,150,50354.579076144015
6460,delta,11,150,35324.80681132978
6461,delta,12,150,34442.87514800276
6462,delta,13,150,59837.947502169125
6463,delta,14,150,52472.04034779627
6464,delta,15,150,50682.49870231586
6465,delta,16,150,46107.91346197966
6466,delta,17,150,45844.19312822954
6467,delta,18,150,55921.28948828763
6468,delta,19,150,56643.620936755266
6469,delta,20,150,58473.866126993635
6470,delta,21,150,130493.58048901129
6471,delta,22,150,34764.822192612526
6472,delta,23,150,51826.44821656957
6473,delta,24,150,54680.182705748826
6474,delta,25,150,34726.92569266559
6475,delta,26,150,49886.98716678426
6476,delta,27,150,46389.14755424225
6477,delta,28,150,46641.054287358646
6478,delta,29,150,77567.04279030018
6479,delta,30,150,39902.03893794033
6480,delta,31,150,34108.65062805363
6481,delta,32,150,42984.59426784721
6482,delta,33,150,51061.76655705978
6483,delta,34,150,47170.438283575335
6484,delta,35,150,50514.81514586965
6485,delta,36,150,37159.09709565746
6486,delta,37,150,52154.49790264819
6487,delta,38,150,28722.948598691866
6488,delta,39,150,16149.563375570668
6489,delta,40,150,43056.034888424554
6490,delta,41,150,39413.196807506036
6491,delta,42,150,49062.55940033464
6492,delta,43,150,37690.53751797611
6493,delta,1,151,38336.71535529058
6494,delta,2,151,50892.76793114563
6495,delta,3,151,32022.641587878057
6496,delta,4,151,32663.012913509458
6497,delta,5,151,31596.61499868737
6498,delta,6,151,44269.470824435746
6499,delta,7,151,34869.51233164694
6500,delta,8,151,80287.36166732808
6501,delta,9,151,42965.60883924407
6502,delta,10,151,49259.09028954686
6503,delta,11,151,34571.35001482794
6504,delta,12,151,34934.185835110526
6505,delta,13,151,62141.04137806956
6506,delta,14,151,54438.08222492828
6507,delta,15,151,51652.849035563806
6508,delta,16,151,47320.61477420041
6509,delta,17,151,44580.361606306345
6510,delta,18,151,56406.85891223122
6511,delta,19,151,57947.37799539529
6512,delta,20,151,58887.40487468615
6513,delta,21,151,131252.365496005
6514,delta,22,151,32971.259913693015
6515,delta,23,151,52604.853892781015
6516,delta,24,151,55175.27561364568
6517,delta,25,151,36064.28962625412
6518,delta,26,151,52464.81297984022
6519,delta,27,151,46309.681683669325
6520,delta,28,151,46946.54687514603
6521,delta,29,151,74598.98919326076
6522,delta,30,151,39697.07932531946
6523,delta,31,151,36890.55332763328
6524,delta,32,151,44464.001141991794
6525,delta,33,151,52438.677948616925
6526,delta,34,151,45503.198632983724
6527,delta,35,151,47946.677730621
6528,delta,36,151,35507.114258814036
6529,delta,37,151,53745.923607740624
6530,delta,38,151,28216.575333074907
6531,delta,39,151,15999.014036663555
6532,delta,40,151,46476.79753272479
6533,delta,41,151,40788.7413334863
6534,delta,42,151,51017.26615182677
6535,delta,43,151,39601.703650389005
6536,delta,1,152,37114.39615507297
6537,delta,2,152,50138.34580897253
6538,delta,3,152,32126.82960116939
6539,delta,4,152,31536.353775728086
6540,delta,5,152,31873.989050334036
6541,delta,6,152,45814.26554004231
6542,delta,7,152,34089.53434286177
6543,delta,8,152,77147.51404723697
6544,delta,9,152,41409.128146800496
6545,delta,10,152,51023.17327026515
6546,delta,11,152,35777.83016688891
6547,delta,12,152,35117.515321590996
6548,delta,13,152,58593.14026598289
6549,delta,14,152,52411.18334739565
6550,delta,15,152,50169.69368707031
6551,delta,16,152,44109.74171769109
6552,delta,17,152,47468.37448447068
6553,delta,18,152,55973.71479135429
6554,delta,19,152,57637.77463785661
6555,delta,20,152,59161.74807146708
6556,delta,21,152,130838.16738156579
6557,delta,22,152,30932.41174234663
6558,delta,23,152,49935.78039694315
6559,delta,24,152,54560.98600545682
6560,delta,25,152,31774.00709680021
6561,delta,26,152,48555.465255567346
6562,delta,27,152,47382.41825948593
6563,delta,28,152,48478.17608005771
6564,delta,29,152,76966.34307448004
6565,delta,30,152,38696.746971029526
6566,delta,31,152,34437.97522618121
6567,delta,32,152,42344.78981622359
6568,delta,33,152,49126.488589411354
6569,delta,34,152,45844.937301158825
6570,delta,35,152,52824.40361807238
6571,delta,36,152,34674.366681681626
6572,delta,37,152,52542.3998376074
6573,delta,38,152,28742.356007984148
6574,delta,39,152,16432.25283649561
6575,delta,40,152,44558.96709698438
6576,delta,41,152,40118.06732968208
6577,delta,42,152,52420.466338873346
6578,delta,43,152,38358.42516629694
6579,delta,1,153,35903.95127653709
6580,delta,2,153,50196.85282331405
6581,delta,3,153,32923.2241697346
6582,delta,4,153,31465.720886320112
6583,delta,5,153,31449.904723271768
6584,delta,6,153,43883.71974685903
6585,delta,7,153,33654.47823176769
6586,delta,8,153,76776.13014978802
6587,delta,9,153,42776.18419609111
6588,delta,10,153,49657.72967432865
6589,delta,11,153,35188.28110742234
6590,delta,12,153,35824.630316284994
6591,delta,13,153,58059.444588107675
6592,delta,14,153,54189.770637029906
6593,delta,15,153,49391.36608740727
6594,delta,16,153,44759.30275337464
6595,delta,17,153,48222.867305880194
6596,delta,18,153,56734.49831923575
6597,delta,19,153,56579.31638409483
6598,delta,20,153,56548.454572914925
6599,delta,21,153,130784.80906172631
6600,delta,22,153,32604.160787676326
6601,delta,23,153,51413.999916202985
6602,delta,24,153,56371.24591164467
6603,delta,25,153,32490.923128366798
6604,delta,26,153,48627.77118865521
6605,delta,27,153,46369.60965855286
6606,delta,28,153,47532.1443318667
6607,delta,29,153,73640.78694460547
6608,delta,30,153,39415.07066863143
6609,delta,31,153,36195.46443309076
6610,delta,32,153,42580.785170472234
6611,delta,33,153,52392.33041028584
6612,delta,34,153,46903.44174187911
6613,delta,35,153,50046.52900385545
6614,delta,36,153,36092.21173422067
6615,delta,37,153,50962.1611959344
6616,delta,38,153,28418.275925469723
6617,delta,39,153,15877.11638532028
6618,delta,40,153,45614.3896456687
6619,delta,41,153,42204.71779025688
6620,delta,42,153,50634.851847916034
6621,delta,43,153,37419.1714858846
6622,delta,1,154,36393.710824187525
6623,delta,2,154,51963.48947025094
6624,delta,3,154,31373.555391646954
6625,delta,4,154,31518.972842480598
6626,delta,5,154,30482.30540433939
6627,delta,6,154,46683.10686048466
6628,delta,7,154,31856.485610407824
6629,delta,8,154,78923.17924417286
6630,delta,9,154,41622.21839118378
6631,delta,10,154,48734.20192771797
6632,delta,11,154,33960.127564692244
6633,delta,12,154,33901.61101465863
6634,delta,13,154,58537.67083727005
6635,delta,14,154,54701.27404882637
6636,delta,15,154,51527.88385523138
6637,delta,16,154,45739.93579200466
6638,delta,17,154,46502.806813572584
6639,delta,18,154,54998.69111321586
6640,delta,19,154,57224.821219420366
6641,delta,20,154,57947.79612233916
6642,delta,21,154,134129.7175136587
6643,delta,22,154,32608.736407186192
6644,delta,23,154,52710.97336960372
6645,delta,24,154,55427.37448352424
6646,delta,25,154,32877.01147808278
6647,delta,26,154,53080.30018686778
6648,delta,27,154,45851.616387889706
6649,delta,28,154,46452.452016419746
6650,delta,29,154,76148.69135413169
6651,delta,30,154,40942.085648448396
6652,delta,31,154,34544.7558979373
6653,delta,32,154,44682.33677691326
6654,delta,33,154,52921.71157394748
6655,delta,34,154,46705.058247715555
6656,delta,35,154,50701.00738895217
6657,delta,36,154,37187.108822815244
6658,delta,37,154,53261.868084999325
6659,delta,38,154,29407.861730731856
6660,delta,39,154,14886.043219314099
6661,delta,40,154,44028.77207948236
6662,delta,41,154,41495.53952942382
6663,delta,42,154,52588.426185970806
6664,delta,43,154,40327.96432168394
6665,delta,1,155,36574.24180511702
6666,delta,2,155,52313.709290784
6667,delta,3,155,32228.502062084626
6668,delta,4,155,33380.93759116734
6669,delta,5,155,29811.24037843992
6670,delta,6,155,45376.87794975666
6671,delta,7,155,33009.851194968316
6672,delta,8,155,79524.30331848851
6673,delta,9,155,42455.86591145152
6674,delta,10,155,50300.5253118136
6675,delta,11,155,33979.53061088458
6676,delta,12,155,35329.8370974682
6677,delta,13,155,59515.97016914608
6678,delta,14,155,54608.800233066635
6679,delta,15,155,54319.766565139245
6680,delta,16,155,44676.4537217257
6681,delta,17,155,47342.56927194564
6682,delta,18,155,57646.387804396305
6683,delta,19,155,57561.750658552744
6684,delta,20,155,58771.5750884841
6685,delta,21,155,133144.1236721114
6686,delta,22,155,33066.261085265716
6687,delta,23,155,52990.09278501982
6688,delta,24,155,56635.07018660783
6689,delta,25,155,31203.038476551985
6690,delta,26,155,50253.461656825566
6691,delta,27,155,47070.429150732416
6692,delta,28,155,46427.59244738605
6693,delta,29,155,75633.57879392811
6694,delta,30,155,42646.54981387521
6695,delta,31,155,34791.00262741941
6696,delta,32,155,45824.6081425377
6697,delta,33,155,54447.249839457334
6698,delta,34,155,46937.913392516086
6699,delta,35,155,52049.82727907858
6700,delta,36,155,36984.33126101651
6701,delta,37,155,52481.311584404204
6702,delta,38,155,28868.701719188877
6703,delta,39,155,14800.66209602329
6704,delta,40,155,44360.04287921667
6705,delta,41,155,41674.46844532504
6706,delta,42,155,51298.97163580641
6707,delta,43,155,39406.36614120011
6708,delta,1,156,37277.97044266156
6709,delta,2,156,51372.361992936014
6710,delta,3,156,31362.508954441335
6711,delta,4,156,31813.449412725025
6712,delta,5,156,31618.045680329724
6713,delta,6,156,45751.32880578618
6714,delta,7,156,33967.981779107875
6715,delta,8,156,80154.36996064437
6716,delta,9,156,41798.76971665391
6717,delta,10,156,48716.64266082925
6718,delta,11,156,34739.893585651116
6719,delta,12,156,34842.21469131268
6720,delta,13,156,57961.43688292692
6721,delta,14,156,52347.25522426654
6722,delta,15,156,50067.192571909414
6723,delta,16,156,43529.41281242764
6724,delta,17,156,44929.714106455125
6725,delta,18,156,55902.142681109704
6726,delta,19,156,57693.02052657401
6727,delta,20,156,59154.187990359686
6728,delta,21,156,134150.48798645157
6729,delta,22,156,31428.92911022271
6730,delta,23,156,51713.858453376684
6731,delta,24,156,55850.67686834834
6732,delta,25,156,32945.10584770257
6733,delta,26,156,49577.33098723427
6734,delta,27,156,48337.10584433738
6735,delta,28,156,46905.331829442155
6736,delta,29,156,77549.58454894778
6737,delta,30,156,39662.80963578669
6738,delta,31,156,36053.278972281674
6739,delta,32,156,44569.88680491821
6740,delta,33,156,55440.339806839234
6741,delta,34,156,48271.58914117188
6742,delta,35,156,51136.17455860458
6743,delta,36,156,36142.547368309984
6744,delta,37,156,54474.96924658469
6745,delta,38,156,28569.995687748033
6746,delta,39,156,14619.045479542296
6747,delta,40,156,43175.92766546865
6748,delta,41,156,42698.48034603206
6749,delta,42,156,51565.04559615075
6750,delta,43,156,38452.78402258728
6751,delta,1,157,36501.092852026304
6752,delta,2,157,49686.69224973507
6753,delta,3,157,30251.09349851574
6754,delta,4,157,31604.958453181545
6755,delta,5,157,29148.07845702002
6756,delta,6,157,43060.59336209041
6757,delta,7,157,32456.87852510047
6758,delta,8,157,78739.56127886742
6759,delta,9,157,41551.93841502663
6760,delta,10,157,48768.22624199765
6761,delta,11,157,36151.18367331916
6762,delta,12,157,33389.34786424883
6763,delta,13,157,58271.75270196014
6764,delta,14,157,53437.79387454134
6765,delta,15,157,49414.140779240064
6766,delta,16,157,45058.82520729844
6767,delta,17,157,44790.113105714554
6768,delta,18,157,59077.34248625879
6769,delta,19,157,56563.525131258284
6770,delta,20,157,58003.48534369898
6771,delta,21,157,129826.02831342623
6772,delta,22,157,32653.7100920744
6773,delta,23,157,49462.17073265294
6774,delta,24,157,55241.52404825762
6775,delta,25,157,31583.858583769244
6776,delta,26,157,48791.23744674389
6777,delta,27,157,44629.80518504842
6778,delta,28,157,46850.77991307662
6779,delta,29,157,73139.96345256046
6780,delta,30,157,39477.99092780059
6781,delta,31,157,33389.73874506911
6782,delta,32,157,41128.09972585348
6783,delta,33,157,51885.47048558762
6784,delta,34,157,45618.33668909356
6785,delta,35,157,46576.86184109885
6786,delta,36,157,34715.03143836385
6787,delta,37,157,51470.05878064505
6788,delta,38,157,28897.781775613195
6789,delta,39,157,15480.00798613135
6790,delta,40,157,43932.32438532759
6791,delta,41,157,40508.73017253724
6792,delta,42,157,51761.96113525078
6793,delta,43,157,37891.780469656886
6794,delta,1,158,36881.14731788396
6795,delta,2,158,52590.724369822165
6796,delta,3,158,31618.840881101474
6797,delta,4,158,31410.1235514721
6798,delta,5,158,30990.530614575746
6799,delta,6,158,45077.67318637814
6800,delta,7,158,34768.801661793594
6801,delta,8,158,78563.3392488618
6802,delta,9,158,44739.13715741788
6803,delta,10,158,48679.86343409229
6804,delta,11,158,35436.92667700279
6805,delta,12,158,35799.5100680814
6806,delta,13,158,60809.3290909917
6807,delta,14,158,54183.7314508314
6808,delta,15,158,51016.182366488894
6809,delta,16,158,46457.32039463181
6810,delta,17,158,46888.807686318214
6811,delta,18,158,58974.259878359415
6812,delta,19,158,58986.51251790328
6813,delta,20,158,61728.05938427633
6814,delta,21,158,135547.74563804106
6815,delta,22,158,35485.46721936692
6816,delta,23,158,53153.594045897975
6817,delta,24,158,56897.78785506477
6818,delta,25,158,32495.991843147236
6819,delta,26,158,52444.01457656134
6820,delta,27,158,44084.26224776612
6821,delta,28,158,45378.058603018355
6822,delta,29,158,76416.99328274997
6823,delta,30,158,40485.81982165448
6824,delta,31,158,35359.6477299654
6825,delta,32,158,43316.72462007257
6826,delta,33,158,52774.075020417964
6827,delta,34,158,46650.40557196378
6828,delta,35,158,47480.59874314845
6829,delta,36,158,37320.151040505756
6830,delta,37,158,52111.72683884039
6831,delta,38,158,28621.721015016225
6832,delta,39,158,15550.049614213003
6833,delta,40,158,46935.88247962685
6834,delta,41,158,42730.84404480237
6835,delta,42,158,52008.10922783917
6836,delta,43,158,40401.82983085007
6837,delta,1,159,34812.60045747042
6838,delta,2,159,49106.27407157578
6839,delta,3,159,30376.65647371591
6840,delta,4,159,31350.139385380608
6841,delta,5,159,30944.48355075369
6842,delta,6,159,40849.92577333791
6843,delta,7,159,33625.407990982676
6844,delta,8,159,78793.87370592554
6845,delta,9,159,42897.83737796444
6846,delta,10,159,48601.57159593953
6847,delta,11,159,34360.19858472115
6848,delta,12,159,33903.849162889106
6849,delta,13,159,55309.634434555235
6850,delta,14,159,54158.257450088946
6851,delta,15,159,49699.14767774145
6852,delta,16,159,42868.04643605697
6853,delta,17,159,48217.758282431365
6854,delta,18,159,55471.40479793995
6855,delta,19,159,54129.18486958875
6856,delta,20,159,60330.13407805049
6857,delta,21,159,127384.18496853363
6858,delta,22,159,32880.22917446976
6859,delta,23,159,51603.827830008624
6860,delta,24,159,54066.19529107845
6861,delta,25,159,30063.43731149025
6862,delta,26,159,47763.02196289692
6863,delta,27,159,43721.23236787934
6864,delta,28,159,46416.23088409465
6865,delta,29,159,77073.85359929544
6866,delta,30,159,39156.85592229138
6867,delta,31,159,32580.638984773053
6868,delta,32,159,43778.511456851535
6869,delta,33,159,49888.966211693405
6870,delta,34,159,46803.45502566662
6871,delta,35,159,47297.29024583766
6872,delta,36,159,36071.568717701455
6873,delta,37,159,52121.72902347872
6874,delta,38,159,27900.24705350235
6875,delta,39,159,15680.51328323286
6876,delta,40,159,43562.95347470352
6877,delta,41,159,39794.69502810912
6878,delta,42,159,51152.861234863085
6879,delta,43,159,38386.58746014314
6880,delta,1,160,36096.513540434295
6881,delta,2,160,46264.69191195903
6882,delta,3,160,30012.539699995024
6883,delta,4,160,32468.483564002046
6884,delta,5,160,28831.822010727872
6885,delta,6,160,41081.67328801034
6886,delta,7,160,32557.187668498173
6887,delta,8,160,76855.45470823126
6888,delta,9,160,41791.11384071883
6889,delta,10,160,48392.39804744579
6890,delta,11,160,33371.99999501738
6891,delta,12,160,31767.830739234516
6892,delta,13,160,52159.66158082262
6893,delta,14,160,52246.081167613505
6894,delta,15,160,49219.70946343173
6895,delta,16,160,41170.67336557165
6896,delta,17,160,45221.74663597968
6897,delta,18,160,52155.83468862959
6898,delta,19,160,53733.43901739747
6899,delta,20,160,60370.52237386268
6900,delta,21,160,125837.94311404772
6901,delta,22,160,32317.166615241997
6902,delta,23,160,46926.17029718235
6903,delta,24,160,52341.42649629838
6904,delta,25,160,30520.234218457677
6905,delta,26,160,48537.718361317704
6906,delta,27,160,42940.29975034578
6907,delta,28,160,44439.46281308918
6908,delta,29,160,72058.32919675804
6909,delta,30,160,38234.283455433724
6910,delta,31,160,33967.98417042442
6911,delta,32,160,40199.36027797756
6912,delta,33,160,47013.36577339446
6913,delta,34,160,41560.03923352696
6914,delta,35,160,47639.53583013784
6915,delta,36,160,36085.50015225544
6916,delta,37,160,48306.81633539387
6917,delta,38,160,27310.353627456017
6918,delta,39,160,14341.722560527814
6919,delta,40,160,41367.976881434886
6920,delta,41,160,40050.43058446911
6921,delta,42,160,48453.4189687799
6922,delta,43,160,37626.217555537696
6923,delta,1,161,38212.38331602761
6924,delta,2,161,51999.66487511393
6925,delta,3,161,30699.781793614235
6926,delta,4,161,34460.67641165955
6927,delta,5,161,29569.712306711812
6928,delta,6,161,43728.67484477849
6929,delta,7,161,32342.727047449767
6930,delta,8,161,77597.02614452218
6931,delta,9,161,42517.63550856695
6932,delta,10,161,49872.27132058202
6933,delta,11,161,35552.082059657696
6934,delta,12,161,33841.398525664175
6935,delta,13,161,55162.40399697452
6936,delta,14,161,52889.58259080107
6937,delta,15,161,50030.92334859118
6938,delta,16,161,44161.6788804617
6939,delta,17,161,46414.67690629785
6940,delta,18,161,54036.302591056854
6941,delta,19,161,54692.56005514922
6942,delta,20,161,58975.17347891156
6943,delta,21,161,126496.08779595283
6944,delta,22,161,33858.496994586734
6945,delta,23,161,51980.71182930989
6946,delta,24,161,53600.1689754008
6947,delta,25,161,32337.0647833343
6948,delta,26,161,48135.54153811115
6949,delta,27,161,48202.18344874259
6950,delta,28,161,44963.14565939896
6951,delta,29,161,76329.77455323632
6952,delta,30,161,42170.18780124749
6953,delta,31,161,34049.26038386438
6954,delta,32,161,43015.74786483641
6955,delta,33,161,51303.41489427286
6956,delta,34,161,46497.544525783494
6957,delta,35,161,49191.11808326093
6958,delta,36,161,36645.91244424888
6959,delta,37,161,51643.69698684453
6960,delta,38,161,26399.602610195976
6961,delta,39,161,15236.326524422313
6962,delta,40,161,44568.91653743906
6963,delta,41,161,38258.14072623453
6964,delta,42,161,51565.49749758888
6965,delta,43,161,37347.50131214418
6966,delta,1,162,37968.23955831252
6967,delta,2,162,51975.70379003122
6968,delta,3,162,30674.17539077202
6969,delta,4,162,33919.54714372885
6970,delta,5,162,29209.647599431333
6971,delta,6,162,44129.586832979636
6972,delta,7,162,33095.440592520965
6973,delta,8,162,76521.27115415495
6974,delta,9,162,43591.97624757614
6975,delta,10,162,48939.297774512204
6976,delta,11,162,37297.4937452275
6977,delta,12,162,32833.11997004756
6978,delta,13,162,57717.41970045942
6979,delta,14,162,53015.032220835856
6980,delta,15,162,52078.96438091947
6981,delta,16,162,47814.96043982755
6982,delta,17,162,47099.133499245305
6983,delta,18,162,54074.82775073249
6984,delta,19,162,54217.22306209631
6985,delta,20,162,57513.066254469624
6986,delta,21,162,130434.74510880843
6987,delta,22,162,32425.76607680458
6988,delta,23,162,50344.38166438961
6989,delta,24,162,56495.63517260285
6990,delta,25,162,32026.148271700473
6991,delta,26,162,52205.42600213006
6992,delta,27,162,44996.89131402046
6993,delta,28,162,44734.854145627454
6994,delta,29,162,74771.2688884777
6995,delta,30,162,43128.26746466461
6996,delta,31,162,37583.010469098306
6997,delta,32,162,40965.151837663325
6998,delta,33,162,51037.89464931088
6999,delta,34,162,48648.495824583275
7000,delta,35,162,48414.55745984574
7001,delta,36,162,36198.69867078186
7002,delta,37,162,53212.13653371828
7003,delta,38,162,29345.913997172098
7004,delta,39,162,14494.746529614444
7005,delta,40,162,43775.15845929628
7006,delta,41,162,43775.11862627983
7007,delta,42,162,48173.25322171103
7008,delta,43,162,38122.144528294615
7009,delta,1,163,36199.333336216274
7010,delta,2,163,49105.656509687884
7011,delta,3,163,30105.092338676277
7012,delta,4,163,32007.61424886619
7013,delta,5,163,28175.83134772977
7014,delta,6,163,42754.5203280393
7015,delta,7,163,32650.313555532437
7016,delta,8,163,76274.40229192728
7017,delta,9,163,40745.78109112872
7018,delta,10,163,47742.8460601195
7019,delta,11,163,33639.09944041659
7020,delta,12,163,32490.430741917735
7021,delta,13,163,55478.527576612694
7022,delta,14,163,50163.98547487368
7023,delta,15,163,48981.62609685631
7024,delta,16,163,42456.412062311836
7025,delta,17,163,44790.683661825475
7026,delta,18,163,54112.54698125634
7027,delta,19,163,53221.487541532864
7028,delta,20,163,58118.654158133584
7029,delta,21,163,124632.05968045251
7030,delta,22,163,30560.865193629066
7031,delta,23,163,48438.422979042916
7032,delta,24,163,55940.94580979196
7033,delta,25,163,30964.641490800273
7034,delta,26,163,47269.018810351554
7035,delta,27,163,42123.69486269438
7036,delta,28,163,44704.394594735844
7037,delta,29,163,74870.98185582794
7038,delta,30,163,39311.33901633356
7039,delta,31,163,33004.44005967822
7040,delta,32,163,42003.76178076566
7041,delta,33,163,50353.860000701505
7042,delta,34,163,43053.21815723378
7043,delta,35,163,47583.772035630354
7044,delta,36,163,35520.73473053814
7045,delta,37,163,51201.28758480016
7046,delta,38,163,27214.9478768005
7047,delta,39,163,14942.750986245235
7048,delta,40,163,41936.39929843649
7049,delta,41,163,40570.09705946631
7050,delta,42,163,49668.9397078082
7051,delta,43,163,37800.023211470165
7052,delta,1,164,37033.58867511186
7053,delta,2,164,50525.921425180706
7054,delta,3,164,29725.72493975004
7055,delta,4,164,32758.216979116263
7056,delta,5,164,28712.62322515586
7057,delta,6,164,43599.149153084145
7058,delta,7,164,31462.180938693622
7059,delta,8,164,75009.37451635467
7060,delta,9,164,42128.82668423433
7061,delta,10,164,48919.765340580896
7062,delta,11,164,35317.34461936341
7063,delta,12,164,33559.39761621228
7064,delta,13,164,55550.91619211137
7065,delta,14,164,52433.26818680571
7066,delta,15,164,50967.82293543508
7067,delta,16,164,45048.77841510906
7068,delta,17,164,44853.17289344682
7069,delta,18,164,54854.46153272396
7070,delta,19,164,57152.87470873697
7071,delta,20,164,57190.10868407793
7072,delta,21,164,130475.38441088138
7073,delta,22,164,33145.45105474321
7074,delta,23,164,51294.42898958595
7075,delta,24,164,54078.28990853048
7076,delta,25,164,31278.794311430112
7077,delta,26,164,50348.904691331685
7078,delta,27,164,42066.3477704296
7079,delta,28,164,47696.73371569894
7080,delta,29,164,74373.476277681
7081,delta,30,164,39384.40190348794
7082,delta,31,164,33271.28559395305
7083,delta,32,164,42467.8096485416
7084,delta,33,164,51979.65193248388
7085,delta,34,164,46402.599790540655
7086,delta,35,164,48713.141243597165
7087,delta,36,164,34647.70093284225
7088,delta,37,164,52474.28071747438
7089,delta,38,164,28800.284578596482
7090,delta,39,164,14943.113333801313
7091,delta,40,164,45323.21006011136
7092,delta,41,164,42156.241613720405
7093,delta,42,164,50294.331478108
7094,delta,43,164,39470.16279542221
7095,delta,1,165,36899.20672211607
7096,delta,2,165,49400.04792059638
7097,delta,3,165,31258.3743782537
7098,delta,4,165,32490.90939002508
7099,delta,5,165,31290.421156044376
7100,delta,6,165,43611.07560557423
7101,delta,7,165,32984.88395760849
7102,delta,8,165,78890.91978563998
7103,delta,9,165,41750.38978700329
7104,delta,10,165,49221.428553124526
7105,delta,11,165,36079.55182201331
7106,delta,12,165,33812.851848937345
7107,delta,13,165,57720.96861404479
7108,delta,14,165,53822.14742671802
7109,delta,15,165,49236.67421875323
7110,delta,16,165,42458.9666899337
7111,delta,17,165,48029.5324043731
7112,delta,18,165,54280.292051085125
7113,delta,19,165,57167.55500088289
7114,delta,20,165,57952.71039840601
7115,delta,21,165,127398.51245433648
7116,delta,22,165,33559.90801223009
7117,delta,23,165,50616.042741637
7118,delta,24,165,56069.34717147083
7119,delta,25,165,31927.432935309487
7120,delta,26,165,48179.951812884996
7121,delta,27,165,43776.0138663582
7122,delta,28,165,50094.7846436374
7123,delta,29,165,76259.12666583042
7124,delta,30,165,40241.66885634174
7125,delta,31,165,35132.68647628688
7126,delta,32,165,41035.86710715159
7127,delta,33,165,51576.05839370594
7128,delta,34,165,45303.75671942429
7129,delta,35,165,47978.38659490702
7130,delta,36,165,36556.64180143086
7131,delta,37,165,51327.71238528502
