sd,flow_rate,survival,intensity,area,channel_density
16sd0,0.02,True,265322.8400735294,6.0928,19.619250216899093
16sd0,0.02,True,273558.14053867396,4.6336,21.387587736633456
16sd0,0.02,True,273558.14053867396,4.6336,21.387587736633456
16sd0,0.02,False,228910.15625,3.3280000000000003,12.126183668695756
16sd0,0.02,False,293699.54427083326,1.8432,26.038184354375087
16sd0,0.02,False,221773.17040598288,2.9952,10.593683440051477
16sd0,0.02,False,221773.17040598288,2.9952,10.593683440051477
16sd0,0.02,False,282000.83602398523,6.9376000000000015,23.52616128819982
16sd0,0.02,True,213888.41043307085,3.2512000000000003,8.900616265002736
16sd0,0.02,True,282000.83602398523,6.9376000000000015,23.52616128819982
16sd0,0.02,True,279640.5194256757,1.8944,23.01933868750564
16sd0,0.02,True,257506.55793795612,3.5072,18.266589868595084
16sd0,0.02,False,292554.0034562212,5.5552,25.921576145562288
16sd0,0.02,False,252937.9446138211,3.1488,17.414957166507225
16sd0,0.02,False,234713.95502645505,14.5152,13.501783059140669
16sd0,0.02,False,276101.9185656836,9.5488,22.388876991120263
16sd0,0.02,False,276101.9185656836,9.5488,22.388876991120263
16sd0,0.02,True,234713.95502645505,14.5152,13.501783059140669
16sd0,0.02,True,234713.95502645505,14.5152,13.501783059140669
16sd0,0.02,True,204383.1845238095,2.688,6.988961856163673
16sd0,0.02,False,350293.47474093264,9.8816,38.917640835588834
16sd0,0.02,False,350293.47474093264,9.8816,38.917640835588834
16sd0,0.02,False,370869.17285478546,7.7568,43.33578916222847
16sd0,0.02,False,238058.638996139,6.630400000000002,14.817843638297841
16sd0,0.02,False,238640.87301587302,8.064,14.942864730936666
16sd0,0.02,False,231557.10172744718,13.3376,13.421791079336714
16sd0,0.02,False,231557.10172744718,13.3376,13.421791079336714
16sd0,0.02,False,231557.10172744718,13.3376,13.421791079336714
16sd0,0.02,True,335720.33435314684,10.9824,35.78840092052457
16sd0,0.02,True,238058.638996139,6.630400000000002,14.817843638297841
16sd0,0.02,True,231557.10172744718,13.3376,13.421791079336714
16sd0,0.02,False,237590.0769589552,3.4304,14.330546613460491
16sd0,0.02,False,258005.8195153061,2.5088,18.71434823775238
16sd0,0.02,False,235575.49504950488,2.5856000000000003,13.89796242395375
16sd0,0.02,False,290072.91666666674,4.992,25.600004842720203
16sd0,0.02,True,249925.95108695648,2.944,16.97938610044598
16sd0,0.02,True,290072.91666666674,4.992,25.600004842720203
16sd0,0.02,True,277273.0777138158,3.8912,22.85153979731204
16sd0,0.02,False,254977.4305555556,3.4560000000000004,16.95885054385086
16sd0,0.02,False,246606.64876302078,4.9152000000000005,15.161421588356344
16sd0,0.02,False,254977.4305555556,3.4560000000000004,16.95885054385086
16sd0,0.02,False,303203.93880208326,2.4576,27.31436147378703
16sd0,0.02,True,303203.93880208326,2.4576,27.31436147378703
16sd0,0.02,False,278917.0524691358,10.368,23.61338112952264
16sd0,0.02,False,274196.89119170984,4.9408,22.599837261706643
16sd0,0.02,False,278917.0524691358,10.368,23.61338112952264
16sd0,0.02,False,274380.859375,9.216,22.639340111945835
16sd0,0.02,False,233259.2933006536,3.9168,13.809448784085793
16sd0,0.02,False,259948.19972826086,2.3552,19.540265139404845
16sd0,0.02,False,266121.12450787396,3.2512000000000003,20.865755877780245
16sd0,0.02,False,266121.12450787396,3.2512000000000003,20.865755877780245
16sd0,0.02,False,216575.09039256198,3.0976000000000004,10.22690773241314
16sd0,0.02,True,188825.88002873567,4.4544000000000015,4.268415988603538
16sd0,0.02,True,188825.88002873567,4.4544000000000015,4.268415988603538
16sd0,0.02,True,233259.2933006536,3.9168,13.809448784085793
16sd0,0.02,True,226972.81003937012,3.2512000000000003,12.45957402661215
16sd0,0.02,True,226972.81003937012,3.2512000000000003,12.45957402661215
16sd0,0.02,True,216575.09039256198,3.0976000000000004,10.22690773241314
16sd0,0.02,False,259221.69018817204,2.3808,18.45342361154174
16sd0,0.02,False,259221.69018817204,2.3808,18.45342361154174
16sd0,0.02,False,291709.4494047619,2.688,25.42940752347575
16sd0,0.02,False,291709.4494047619,2.688,25.42940752347575
16sd0,0.02,False,254104.72972972968,1.8944,17.35467643116162
16sd0,0.02,False,317920.02918956045,4.6592,31.057514456989583
16sd0,0.02,True,335206.3419117647,4.352,34.76934446172498
16sd0,0.02,True,335206.3419117647,4.352,34.76934446172498
16sd0,0.02,True,252771.75739247308,2.3808,17.068451902170203
16sd0,0.02,True,252771.75739247308,2.3808,17.068451902170203
16sd0,0.02,True,202474.74407327586,2.9696,6.268348595756923
16sd0,0.02,True,194049.09048507464,1.7152,4.45913720980186
16sd0,0.02,False,273487.6751077586,2.9696,22.299038428565574
16sd0,0.02,False,273487.6751077586,2.9696,22.299038428565574
16sd0,0.02,False,294648.0082417582,2.3296,26.842723406339186
16sd0,0.02,False,302909.38188325986,5.8112,28.616659528845354
16sd0,0.02,False,222456.38020833328,6.144,11.341265383948723
16sd0,0.02,False,222456.38020833328,6.144,11.341265383948723
16sd0,0.02,False,214551.66903409085,2.2528,9.64391415660272
16sd0,0.02,False,242214.70424107145,2.8672,15.58390180772446
16sd0,0.02,True,302909.38188325986,5.8112,28.616659528845354
16sd0,0.02,True,210525.1216317365,4.2752,8.77930759164394
16sd0,0.02,True,210525.1216317365,4.2752,8.77930759164394
16sd0,0.02,False,341929.94156504056,3.1488,35.87834443139898
16sd0,0.02,False,293532.60869565216,5.2992,25.486152922390144
16sd0,0.02,False,243325.2992021277,2.4064,14.705311407489171
16sd0,0.02,False,224706.49614726027,3.7376,10.707360372937753
16sd0,0.02,True,308676.4200078616,8.1408,28.73793102672277
16sd0,0.02,True,308676.4200078616,8.1408,28.73793102672277
16sd0,0.02,True,284241.868622449,3.7632,23.491184514488072
16sd0,0.02,True,284241.868622449,3.7632,23.491184514488072
16sd0,0.02,True,275989.58333333326,4.7616000000000005,21.719199902383348
16sd0,0.02,True,224454.90056818182,1.6896,10.653336126443438
16sd0,0.02,True,224454.90056818182,1.6896,10.653336126443438
16sd0,0.02,False,375046.47582116787,3.5072,42.390677973315825
16sd0,0.02,False,277386.0341494845,2.4832,21.4203898905927
16sd0,0.02,False,224690.5838815789,2.9184,10.105278532795143
16sd0,0.02,False,224690.5838815789,2.9184,10.105278532795143
16sd0,0.02,False,259982.09635416663,3.072,17.683302661676027
16sd0,0.02,False,318038.9873798077,2.6624000000000003,30.149657606986104
16sd0,0.02,False,293204.4127747253,4.6592,24.81701549554396
16sd0,0.02,False,277386.0341494845,2.4832,21.4203898905927
16sd0,0.02,False,249657.468077957,4.7616000000000005,15.466331024101274
16sd0,0.02,False,293204.4127747253,4.6592,24.81701549554396
16sd0,0.02,False,243901.73410404625,4.4288,14.23042222116759
16sd0,0.02,False,243901.73410404625,4.4288,14.23042222116759
16sd0,0.02,True,248397.8500939849,3.4048000000000003,15.195857621094621
16sd0,0.02,True,297077.1484375,3.072,25.648594598878784
16sd0,0.02,True,343437.0177469136,4.1472,35.60328862088709
16sd0,0.02,True,343437.0177469136,4.1472,35.60328862088709
16sd0,0.02,True,285736.49088541674,2.4576,23.2134545171434
16sd0,0.02,True,249657.468077957,4.7616000000000005,15.466331024101274
16sd0,0.02,True,256079.73845108692,2.3552,16.845362877371322
16sd0,0.02,True,243901.73410404625,4.4288,14.23042222116759
16sd0,0.02,True,243901.73410404625,4.4288,14.23042222116759
16sd0,0.02,False,291438.3987831858,2.8928000000000003,25.64744024005462
16sd0,0.02,False,271871.62422839506,2.0736,21.445934571637896
16sd0,0.02,False,268895.51854395604,4.6592,20.806885715222457
16sd0,0.02,False,284644.9393656716,1.7152,24.188704250077336
16sd0,0.02,False,295202.82451923075,2.6624000000000003,26.455762328298547
16sd0,0.02,False,295202.82451923075,2.6624000000000003,26.455762328298547
16sd0,0.02,False,315413.6485927152,3.8656,30.7955625171512
16sd0,0.02,False,307266.6807432432,1.8944,29.046192353759366
16sd0,0.02,False,300115.13157894736,1.9456,27.510564993838006
16sd0,0.02,False,374034.1659330985,3.6352,43.382942987114156
16sd0,0.02,False,333069.14747807017,2.9184,34.586666586849894
16sd0,0.02,False,312646.6259057971,1.7664000000000002,30.201409327969724
16sd0,0.02,True,291438.3987831858,2.8928000000000003,25.64744024005462
16sd0,0.02,True,257496.74479166663,2.1504000000000003,18.35926654328705
16sd0,0.02,True,268895.51854395604,4.6592,20.806885715222457
16sd0,0.02,True,253380.6128640777,2.6368,17.475423803785464
16sd0,0.02,True,307911.7506377551,2.5088,29.184705975957417
sd6,1.0,False,233065.64615059228,15.1296,6.012676019192725
sd6,1.0,False,268185.7770015105,8.473600000000001,13.553899966577676
sd6,1.0,False,260409.0337643678,4.4544000000000015,11.88402685074128
sd6,1.0,False,228850.3573803191,4.8128,5.107541674606561
sd6,1.0,False,257275.25044856462,10.7008,11.211120423160798
sd6,1.0,False,275742.3425099206,6.4512,15.17649508200888
sd6,1.0,False,249684.01026657055,8.8832,9.58107973527688
sd6,1.0,False,255800.54780876488,6.4256,10.894462637637822
sd6,1.0,False,246683.37264150943,5.4272,8.267052181087346
sd6,1.0,False,244576.85810810808,9.472,7.814727617940539
sd6,1.0,False,246597.38869863012,9.344,8.248589147111637
sd6,1.0,False,283494.6689113356,22.8096,16.171414216146125
sd6,1.0,False,246379.17493386246,4.8384,8.201732861880227
sd6,1.0,False,251551.2152777777,5.760000000000002,9.31230715512365
sd6,1.0,False,226843.44951923075,4.6592,4.415917537284849
sd6,1.0,False,254580.69142512075,5.2992,10.371839335612588
sd6,1.0,False,264007.1964605735,7.1424,12.395960083204905
sd6,1.0,False,224834.78760822513,5.9136000000000015,3.9846045285213942
sd6,1.0,False,248992.2980542453,10.8544,9.17186300025245
sd6,1.0,False,274835.9892384106,3.8656,14.721189216437457
sd6,1.0,False,252533.04343553452,8.1408,9.93215498134777
sd6,1.0,False,201841.64325842695,6.8352,-0.9526336478518168
sd6,1.0,False,216565.02559267238,5.9392000000000005,2.568657247763374
sd6,1.0,False,261196.8315972222,5.5296,12.152290226959671
sd6,1.0,False,268572.0148346304,6.5792,13.735937756132822
sd6,1.0,False,284519.23973880603,8.576,17.16023007589103
sd6,1.0,False,226177.07487824676,7.8848,4.632619268961881
sd6,1.0,False,275804.3424405436,22.6048,15.28891039078973
sd6,1.0,False,284273.75890031643,8.0896,17.069686055971335
sd6,1.0,False,254690.75520833328,4.3008000000000015,10.717430227980108
sd6,1.0,False,280857.5813137755,5.0176,16.336142085605733
sd6,1.0,False,260982.30049435023,4.5312,12.068391936476342
sd6,1.0,False,283202.4082568807,5.5808,16.839638646335544
sd6,1.0,False,255279.78515625,6.144,10.843910586718298
sd6,1.0,False,285555.5858013937,7.3472,17.344928302756802
sd6,1.0,False,219403.242370892,5.4528,3.140264926888756
sd6,1.0,False,265381.20083041955,14.6432,12.860087564763274
sd6,1.0,False,295558.9978448276,7.4239999999999995,19.34006130092107
sd6,1.0,False,250790.45664983164,7.6032,9.72706764829733
sd6,1.0,False,278077.87887449184,25.1904,15.5864012258552
sd6,1.0,False,273043.56461864413,10.5728,14.505400378050332
sd6,1.0,False,296067.00277093594,5.1968000000000005,19.44914343761413
sd6,1.0,False,294565.0758605073,7.065600000000001,19.126639878836794
sd6,1.0,False,243545.2090992647,3.4816000000000003,8.171320758714234
sd6,1.0,False,205572.15073529413,4.352,0.01749757663650101
sd6,1.0,False,221217.1728286385,5.4528,3.2135084551796544
sd6,1.0,False,262517.578125,7.167999999999999,12.081801309204765
sd6,1.0,False,300601.16764440434,7.0912000000000015,20.25935846311272
sd6,1.0,False,242934.9498056995,4.9408,7.876891416894777
sd6,1.0,False,238914.6736257928,12.1088,7.013631449791864
sd6,1.0,False,248573.5110960145,7.065600000000001,9.087640135680065
sd6,1.0,False,261437.20206567796,6.0416,11.849815903303924
sd6,1.0,False,296061.0516151685,9.1136,19.284475087281436
sd6,1.0,False,233089.10472972968,5.6832,5.762727236119692
sd6,1.0,False,225444.9818121693,4.8384,3.835468029038241
sd6,1.0,False,274161.59539473685,4.864,14.296217578744178
sd6,1.0,False,274462.12369109946,4.8896000000000015,14.360748977986875
sd6,1.0,False,309142.1221689895,7.3472,21.80746482670928
sd6,1.0,False,309142.1221689895,7.3472,21.80746482670928
sd6,1.0,False,290646.3788006757,3.7888,17.835937972043034
sd6,1.0,False,246712.72543532337,5.1456,8.402216888790266
sd6,1.0,False,235929.0507445141,8.166400000000001,6.086675805975267
sd6,1.0,False,257664.9192232376,9.8048,10.75394349312493
sd6,1.0,False,257664.9192232376,9.8048,10.75394349312493
sd6,1.0,False,276046.6796875,10.24,14.700995193946397
sd6,1.0,False,236808.63167475731,5.2736,6.784810206995181
sd6,1.0,False,256371.03602216745,5.1968000000000005,10.98537747593119
sd6,1.0,False,253525.4428475936,4.7872,10.374353118314062
sd6,1.0,False,286443.4889434889,10.4192,17.4427310401747
sd6,1.0,False,237140.95744680852,6.016,6.856169367960848
sd6,1.0,False,253031.1205110497,4.6336,10.268208996645038
sd6,1.0,False,286471.80627893517,11.0592,17.448811523447947
sd6,1.0,False,304159.71569548873,10.2144,21.24687499415399
sd6,1.0,False,265936.4913438967,10.9056,13.039334536799581
sd6,1.0,False,281243.00130208326,6.144,16.32604835735884
sd6,1.0,False,289140.0407318376,11.9808,18.021752257606387
sd6,1.0,False,218172.69258720925,6.6048,2.7831796115513954
sd6,1.0,False,252459.69140083215,18.4576,10.145508004769532
sd6,1.0,False,244995.64628482968,8.2688,8.095587216212516
sd6,1.0,False,289905.935704023,8.908800000000003,17.739017973622506
sd6,1.0,False,279486.5359042553,6.016,15.501696375336618
sd6,1.0,False,254093.0095996732,7.8336000000000015,10.049032503167227
sd6,1.0,False,271614.34659090906,7.04,13.81132845443799
sd6,1.0,False,253274.7713414634,10.495999999999999,9.958920889920744
sd6,1.0,False,246251.82070974575,6.0416,8.45090704709002
sd6,1.0,False,277974.3525896414,6.4256,15.262576345813493
sd6,1.0,False,280844.6130087209,4.4032,15.878897415329883
sd6,1.0,False,284027.6575484765,9.2416,16.562381534756785
sd6,1.0,False,235437.4455574913,7.3472,6.128773760617543
sd6,1.0,False,250538.09249161073,7.6288,9.371283327679967
sd6,1.0,False,259710.2948264781,9.9584,11.340798537961525
sd6,1.0,False,277096.9669117647,6.5280000000000005,15.074178360817847
sd6,1.0,False,226876.49601063828,6.016,4.290510742488896
sd6,1.0,False,236897.8575327511,5.8624,6.442362961285035
sd6,1.0,False,279446.694563882,10.4192,15.548817562788532
sd6,1.0,False,247977.44541952052,7.4752,8.791534787816277
sd6,1.0,False,269367.8042763158,8.7552,13.384612391620367
sd6,1.0,False,269367.8042763158,8.7552,13.384612391620367
sd6,1.0,False,271788.6178861789,12.5952,13.904425305881684
sd6,1.0,False,271788.6178861789,12.5952,13.904425305881684
sd6,1.0,False,250137.99758184524,8.601600000000001,9.255462663690672
sd6,1.0,False,250137.99758184524,8.601600000000001,9.255462663690672
sd6,1.0,False,281987.8771551724,3.7119999999999997,16.09447689115108
sd6,1.0,False,274244.32051809214,7.7824,14.431729818898786
sd6,1.0,False,205034.9836847389,6.3744000000000005,-0.42935115274760716
sd6,1.0,False,242320.36564625852,15.0528,7.110075099383823
sd6,1.0,False,244337.05357142852,5.376,7.543111506345184
sd6,1.0,False,276875.76970443345,5.1968000000000005,14.530037220289705
sd6,1.0,False,268502.86458333326,15.36,12.732152329813239
sd6,1.0,False,247049.91042993628,8.038400000000001,8.125633854967672
sd6,1.0,False,299278.5729895105,7.3216,19.34051350635854
sd6,1.0,False,288451.27467105264,9.728,17.015605273207694
sd6,1.0,False,279015.7995810056,13.7472,14.989558416888638
sd6,1.0,False,272991.4242097701,4.4544000000000015,13.695965178001
sd6,1.0,False,228396.08787593985,6.8096000000000005,3.8036249817436953
sd6,1.0,False,234594.13470643933,13.5168,5.134510091015836
sd6,1.0,False,254547.3691641566,8.4992,9.4189989546554
sd6,1.0,False,255495.70456642067,6.9376000000000015,9.62263172800879
sd6,1.0,False,575987.1720679011,2.0736,78.44065350344626
sd6,1.0,False,266290.6125992064,3.2256,11.94058490740399
sd6,1.0,False,284459.9931318681,9.3184,15.842033001765982
sd6,1.0,False,264627.9841738197,5.9648,11.58357446942037
sd6,1.0,False,259585.59782608692,2.944,10.500840329308389
sd6,1.0,False,297263.0033557047,7.6288,18.591179003199116
sd6,1.0,False,283792.70563471504,4.9408,15.69874867077409
sd6,1.0,False,296864.7875816993,7.8336000000000015,18.505671510533347
sd6,1.0,False,286080.34393491125,4.3264000000000005,16.189965312466743
sd6,1.0,False,254080.72916666663,9.984,9.318798965685625
sd6,1.0,False,225146.734775641,3.9936,3.1059026549818505
sd6,1.0,False,283301.3916015625,4.9152000000000005,15.909211998995106
sd6,1.0,False,272254.46428571426,5.1968000000000005,13.537143592617932
sd6,1.0,False,273939.83314479643,5.6576,13.899037005095197
sd6,1.0,False,275562.2479838709,3.968,14.247412519097646
sd6,1.0,False,247879.94953416148,4.1216,8.303288538644205
sd6,1.0,False,252218.23990549828,7.4496,9.234834590619668
sd6,1.0,False,290301.77382172126,12.4928,17.412379805049255
sd6,1.0,False,290301.77382172126,12.4928,17.412379805049255
sd6,1.0,False,214902.13815789472,4.864,1.2220774253164803
sd6,1.0,True,262378.8855820105,9.6768,11.416594813036495
sd6,1.0,True,262378.8855820105,9.6768,11.416594813036495
sd6,1.0,False,219131.17151826483,11.2128,2.357454879270851
sd6,1.0,False,257483.25892857145,6.4512,10.592665654496145
sd6,1.0,False,287330.9967180365,11.2128,17.001766917491445
sd6,1.0,False,290441.5862975952,12.7744,17.66969303449338
sd6,1.0,False,279807.7761627907,5.504,15.386331848256935
sd6,1.0,False,230148.5906862745,5.2224,4.723187103357939
sd6,1.0,False,290995.2731092437,9.1392,17.54444246941253
sd6,1.0,False,267617.7512886598,12.415999999999999,12.524668251250946
sd6,1.0,False,268771.13970588235,8.704,12.772331347653319
sd6,1.0,False,283361.07336956525,10.5984,15.905177224634052
sd6,1.0,False,282342.8262246622,7.5776,15.68653254514538
sd6,1.0,False,280389.4904045643,6.1696,15.26709951608473
sd6,1.0,False,215217.69662921343,6.8352,1.2729861684159829
sd6,1.0,False,220854.88385695184,9.5744,3.500519800862874
sd6,1.0,False,260530.5503731343,8.576,12.019938129068521
sd6,1.0,False,261810.882260101,5.0688,12.294859356656758
sd6,1.0,False,221181.0855263158,12.16,3.5705639544887995
sd6,1.0,False,255398.4375,6.784000000000002,10.917937323210161
sd6,1.0,False,326240.5711206897,2.2272000000000003,26.129623088618416
sd6,1.0,False,278472.5648757309,8.7552,15.87256470399975
sd6,1.0,False,260261.4293981481,13.824000000000002,11.96215071506588
sd6,1.0,False,302930.3463855422,10.624,21.12429934031517
sd6,1.0,False,222692.2123015873,4.8384,3.8950429683508516
sd6,1.0,False,275379.1103078358,6.8608,15.208317928650724
sd6,1.0,False,225861.2712378641,5.2736,4.575524007626356
sd6,1.0,False,251883.60699152548,4.5312,10.23461375131899
sd6,1.0,False,273045.6264269406,5.6064,14.778660822749702
sd6,1.0,False,289704.57927489176,5.9136000000000015,18.355780016542248
sd6,1.0,False,281577.1223262032,4.7872,16.610599361237604
sd6,1.0,False,288078.762755102,10.0352,18.006674071432375
sd6,1.0,False,268942.21608231706,4.1984,13.897549744656631
sd6,1.0,False,264750.7546164773,4.5056,12.997531754549803
sd6,1.0,False,244047.36768018015,5.6832,8.551965249722908
sd6,1.0,False,275220.5528846154,6.6560000000000015,15.139796287971903
sd6,1.0,False,254296.5198863636,5.6320000000000014,10.646851219170626
sd6,1.0,False,275280.7127507163,17.8688,15.15271420746479
sd6,1.0,False,266344.38082298136,8.2432,13.233846632019715
sd6,1.0,False,286085.5995547073,10.0608,17.472810093807716
sd6,1.0,False,232882.73552955664,5.1968000000000005,6.048743538957714
sd6,1.0,False,225757.51201923075,6.6560000000000015,4.518768995450716
sd1,0.71,False,196713.4533898305,6.0416,36.365658708541865
sd1,0.71,False,203254.67588289964,6.8864,40.41305984059957
sd1,0.71,False,260111.95424641148,21.4016,75.59367218913685
sd1,0.71,False,260111.95424641148,21.4016,75.59367218913685
sd1,0.71,True,186441.18617957746,3.6352,30.009662412798995
sd1,0.71,True,196713.4533898305,6.0416,36.365658708541865
sd1,0.71,True,203254.67588289964,6.8864,40.41305984059957
sd1,0.71,True,209165.69184491975,4.7872,44.07051878220274
sd1,0.71,True,209165.69184491975,4.7872,44.07051878220274
sd1,0.71,True,281633.04227941175,4.352,88.9099102715705
sd1,0.71,True,281633.04227941175,4.352,88.9099102715705
sd1,0.71,False,210613.0932486631,4.7872,43.968976781864576
sd1,0.71,False,241284.0329935622,5.9648,62.946713187606825
sd1,0.71,False,258563.4695368705,14.2336,73.63841662695752
sd1,0.71,True,237616.78270725388,4.9408,60.67759102029479
sd1,0.71,True,258563.4695368705,14.2336,73.63841662695752
sd1,0.71,True,258563.4695368705,14.2336,73.63841662695752
sd1,0.71,True,241284.0329935622,5.9648,62.946713187606825
sd1,0.71,True,234336.71357615892,3.8656,61.079473970511486
sd1,0.71,False,224663.00559872028,14.0032,54.107810292447596
sd1,0.71,False,224663.00559872028,14.0032,54.107810292447596
sd1,0.71,True,224663.00559872028,14.0032,54.107810292447596
sd1,0.71,True,268640.625,2.048,81.31909484033449
sd1,0.71,True,183837.7757352941,2.176,28.84707627203691
sd1,0.71,True,173672.51536885244,7.808000000000002,22.55729078340831
sd1,0.71,True,173672.51536885244,7.808000000000002,22.55729078340831
sd1,0.71,False,223030.61006825932,7.500800000000001,50.411937790083286
sd1,0.71,False,229527.79484029484,10.4192,54.432090449526925
sd1,0.71,False,229527.79484029484,10.4192,54.432090449526925
sd1,0.71,False,322381.12513498915,23.7056,111.88536841832776
sd1,0.71,False,322381.12513498915,23.7056,111.88536841832776
sd1,0.71,False,322381.12513498915,23.7056,111.88536841832776
sd1,0.71,True,249781.568877551,5.0176,66.96417417755937
sd1,0.71,True,295323.54166666674,9.6,95.14340709894591
sd1,0.71,True,295323.54166666674,9.6,95.14340709894591
sd1,0.71,True,203028.85319086647,10.9312,38.03579043926618
sd1,0.71,True,203028.85319086647,10.9312,38.03579043926618
sd1,0.71,True,322381.12513498915,23.7056,111.88536841832776
sd1,0.71,True,223030.61006825932,7.500800000000001,50.411937790083286
sd1,0.71,False,259816.96428571426,5.376,74.21756649275267
sd1,0.71,False,259816.96428571426,5.376,74.21756649275267
sd1,0.71,False,221203.08366402122,4.8384,50.032915374560616
sd1,0.71,False,221203.08366402122,4.8384,50.032915374560616
sd1,0.71,False,185865.76485339503,8.2944,28.167842857985026
sd1,0.71,False,185865.76485339503,8.2944,28.167842857985026
sd1,0.71,False,215195.93583776595,4.8128,46.315974552231935
sd1,0.71,False,215195.93583776595,4.8128,46.315974552231935
sd1,0.71,False,197621.97330298013,7.7312,35.44203226798801
sd1,0.71,True,220341.8474740933,4.9408,49.50002288637868
sd1,0.71,True,220341.8474740933,4.9408,49.50002288637868
sd1,0.71,True,197621.97330298013,7.7312,35.44203226798801
sd1,0.71,True,240924.9360380117,4.3776,62.235870970298464
sd1,0.71,True,272731.1954941861,2.2016,81.91608986911166
sd1,1.92,True,164533.52107558138,4.4032,40.987927693028205
sd1,1.92,False,161525.8164165931,29.004800000000003,40.99333712380807
sd1,1.92,False,155934.31464592274,5.9648,37.53357855108058
